status,date,no_of_accounts,no_of_trans,moved_amount
B,960106,6,6,23425.0
B,960107,8,12,150306.0
B,960108,2,3,44519.0
B,960109,3,3,73761.0
B,960110,6,8,55508.0
B,960111,5,5,51983.0
B,960112,11,14,78142.80004882812
B,960113,5,5,44770.0
B,960114,5,5,33267.0
B,960115,5,5,62201.0
B,960116,6,11,139293.0
B,960117,1,2,9300.0
B,960118,2,2,12700.0
B,960120,3,3,54358.0
B,960121,1,1,5585.0
B,960122,3,5,57036.0
B,960123,3,3,24200.0
B,960124,4,4,42330.0
B,960125,4,4,80481.0
B,960126,5,5,55100.0
B,960127,3,3,29200.0
B,960128,4,4,48681.0
B,960129,3,3,29845.0
B,960130,3,3,65890.0
B,960131,27,69,3940.5999947562814
B,960201,3,3,17000.0
B,960202,4,4,72873.0
B,960203,1,1,15000.0
B,960204,4,5,91270.0
B,960205,5,6,96398.0
B,960206,3,3,16400.0
B,960207,2,2,41444.0
B,960208,1,2,10180.0
B,960209,2,2,56312.0
B,960210,4,4,56113.0
B,960211,1,1,28582.0
B,960212,10,11,68027.7998046875
B,960213,2,2,27117.0
B,960214,3,3,27780.0
B,960215,3,3,31000.0
B,960216,2,2,54566.0
B,960217,1,1,3200.0
B,960218,2,2,47797.0
B,960219,1,1,5500.0
B,960220,4,4,42115.0
B,960221,1,1,9400.0
B,960222,3,3,36312.0
B,960223,2,3,51333.0
B,960224,1,1,22987.0
B,960225,6,6,71365.0
B,960226,1,1,1700.0
B,960227,2,2,74651.0
B,960228,2,2,33385.0
B,960229,28,65,4556.299991369247
B,960301,1,1,25342.0
B,960302,3,3,15100.0
B,960303,1,1,6500.0
B,960304,1,1,4700.0
B,960305,3,4,94593.0
B,960306,2,2,27600.0
B,960307,4,4,38279.0
B,960308,2,2,4870.0
B,960309,1,1,49761.0
B,960310,2,2,20274.0
B,960311,2,2,41648.0
B,960312,7,9,46366.800048828125
B,960313,5,5,81482.0
B,960314,4,5,100115.0
B,960315,2,2,9500.0
B,960316,3,3,58300.0
B,960317,1,1,3900.0
B,960318,1,1,4500.0
B,960319,2,2,58031.0
B,960320,3,3,46735.0
B,960321,2,2,28600.0
B,960322,1,1,35600.0
B,960323,1,1,4500.0
B,960324,2,2,12500.0
B,960325,1,1,6200.0
B,960326,6,6,110100.0
B,960327,2,2,9003.0
B,960328,4,4,64664.0
B,960329,1,1,45000.0
B,960331,28,63,5320.700027704239
B,960401,5,5,32100.0
B,960402,3,3,21400.0
B,960404,1,1,24859.0
B,960405,5,5,72770.0
B,960406,1,1,19300.0
B,960407,6,6,53029.0
B,960408,2,3,32561.0
B,960409,1,1,6299.0
B,960410,4,4,24334.0
B,960411,1,1,18500.0
B,960412,10,11,73132.19946289062
B,960413,2,2,43939.0
B,960414,4,5,26306.0
B,960415,4,4,54289.0
B,960416,2,2,60436.0
B,960417,3,3,52080.0
B,960418,1,2,76578.0
B,960419,2,2,12000.0
B,960420,2,2,28300.0
B,960421,3,3,40400.0
B,960422,3,3,42358.0
B,960423,3,4,119700.0
B,960424,1,2,46415.0
B,960425,5,5,71900.0
B,960426,1,1,9600.0
B,960427,1,1,34100.0
B,960428,1,1,32100.0
B,960430,28,66,5425.799992918968
B,960501,7,7,72909.0
B,960502,2,2,21374.0
B,960503,1,1,24793.0
B,960504,1,2,12024.0
B,960505,6,7,110044.0
B,960506,3,3,3243.0
B,960507,2,2,13881.0
B,960508,4,5,98680.0
B,960509,1,1,132.0
B,960510,5,5,38773.0
B,960511,2,3,125442.0
B,960512,9,10,46992.60009765625
B,960513,3,4,29895.0
B,960514,3,3,53940.0
B,960515,5,5,51600.0
B,960516,2,2,28373.0
B,960517,1,1,1700.0
B,960518,1,1,3300.0
B,960519,2,2,37266.0
B,960520,4,4,71284.0
B,960521,2,2,41250.0
B,960522,2,2,13200.0
B,960523,2,2,30699.0
B,960525,6,6,64495.0
B,960526,5,6,98371.0
B,960527,3,3,77164.0
B,960528,4,5,101085.0
B,960529,2,2,44015.0
B,960531,28,69,42682.1999669075
B,960601,2,2,29596.0
B,960602,2,3,43344.0
B,960603,1,1,21600.0
B,960604,3,4,49000.0
B,960605,3,3,12240.0
B,960606,2,2,23108.0
B,960607,3,3,11463.0
B,960608,1,2,6470.0
B,960609,2,2,43900.0
B,960610,4,4,51246.0
B,960611,3,4,69866.0
B,960612,11,13,96743.30004882812
B,960613,5,6,46817.0
B,960614,3,3,19006.0
B,960615,2,2,39442.0
B,960616,5,5,83533.0
B,960617,3,3,111458.0
B,960618,1,1,47379.0
B,960619,2,2,12000.0
B,960620,1,1,12800.0
B,960621,2,2,104550.0
B,960622,2,2,7500.0
B,960623,1,1,4800.0
B,960624,4,4,111800.0
B,960625,1,1,17200.0
B,960626,1,1,4000.0
B,960627,1,1,6100.0
B,960628,3,3,13172.0
B,960629,1,1,14997.0
B,960630,28,67,13449.699983984232
B,960701,3,3,25951.0
B,960702,2,2,25574.0
B,960704,4,4,19648.0
B,960705,4,4,7040.0
B,960706,2,2,2543.0
B,960707,4,4,31570.0
B,960708,1,1,8110.0
B,960709,7,8,148507.0
B,960710,3,3,47388.0
B,960711,3,3,27988.0
B,960712,7,7,66486.7001953125
B,960713,5,5,52498.0
B,960714,4,5,55767.0
B,960715,1,1,3634.0
B,960716,2,2,6176.0
B,960717,1,1,7800.0
B,960719,1,1,3100.0
B,960720,2,2,29300.0
B,960721,3,3,25642.0
B,960722,3,3,37581.0
B,960723,3,3,43996.0
B,960724,4,4,89183.0
B,960725,2,3,43058.0
B,960726,4,5,115314.0
B,960727,4,4,31278.0
B,960728,1,1,13538.0
B,960729,2,2,45970.0
B,960730,6,7,145367.0
B,960731,30,71,36887.40001383424
B,960801,2,2,14760.0
B,960802,5,5,47498.0
B,960803,3,3,77400.0
B,960804,4,5,93724.0
B,960805,2,2,1640.0
B,960806,2,2,16252.0
B,960807,5,5,64119.0
B,960808,2,3,52261.0
B,960809,2,2,8152.0
B,960810,3,3,33878.0
B,960811,2,2,27099.0
B,960812,13,18,141866.599609375
B,960813,4,4,42978.0
B,960814,3,3,21606.0
B,960815,2,2,8792.0
B,960816,4,4,103059.0
B,960817,1,1,12349.0
B,960818,2,2,46081.0
B,960819,3,3,33588.0
B,960820,1,1,8200.0
B,960821,5,5,57784.0
B,960822,1,1,30600.0
B,960823,6,6,84655.0
B,960824,2,2,37274.0
B,960825,4,5,167548.0
B,960826,2,2,25085.0
B,960827,1,1,5493.0
B,960828,1,1,17595.0
B,960829,5,5,65613.0
B,960830,5,5,82971.0
B,960831,30,69,14637.299996376038
B,960902,7,9,146789.0
B,960903,4,4,52120.0
B,960904,3,4,22205.0
B,960905,1,1,555.0
B,960906,5,5,28670.0
B,960907,4,4,24954.0
B,960908,4,4,68923.0
B,960909,4,4,15905.0
B,960910,3,3,22534.0
B,960911,1,1,8900.0
B,960912,13,16,122178.29956054688
B,960913,2,2,19274.0
B,960914,5,5,68858.0
B,960915,3,3,68673.0
B,960916,2,2,33835.0
B,960917,3,3,57316.0
B,960918,4,4,67118.0
B,960919,2,2,54453.0
B,960920,3,4,96266.0
B,960921,1,1,20200.0
B,960922,4,6,168843.0
B,960923,2,2,66031.0
B,960924,3,3,77518.0
B,960925,1,1,16400.0
B,960926,1,1,30037.0
B,960927,2,2,15700.0
B,960928,2,2,3400.0
B,960929,2,2,15500.0
B,960930,30,75,63558.60002708435
B,961001,1,2,41953.0
B,961002,3,3,79300.0
B,961003,4,4,45787.0
B,961005,4,4,13640.0
B,961006,2,2,16252.0
B,961007,5,7,55690.0
B,961008,1,1,8110.0
B,961009,1,1,132.0
B,961010,4,4,36108.0
B,961011,5,5,84709.0
B,961012,13,15,152282.00048828125
B,961013,2,2,19274.0
B,961014,5,5,40126.0
B,961015,1,1,14400.0
B,961016,4,4,107206.0
B,961017,5,6,193113.0
B,961018,2,3,54567.0
B,961019,1,1,5100.0
B,961020,1,1,9000.0
B,961021,2,2,25735.0
B,961022,5,5,109756.0
B,961023,2,3,79868.0
B,961024,2,2,38253.0
B,961025,2,2,49811.0
B,961026,1,2,39633.0
B,961028,5,5,64048.0
B,961029,2,2,17811.0
B,961030,1,1,9300.0
B,961031,30,75,103451.60002565384
B,961101,3,5,89895.0
B,961102,3,3,28593.0
B,961104,2,2,56114.0
B,961105,3,3,30480.0
B,961106,3,3,24328.0
B,961107,3,3,15083.0
B,961108,2,2,9270.0
B,961109,5,5,76367.0
B,961110,4,4,32868.0
B,961111,1,1,6500.0
B,961112,11,11,71714.2001953125
B,961113,2,2,16378.0
B,961114,1,1,11567.0
B,961115,1,1,49211.0
B,961116,2,2,11000.0
B,961117,3,3,48200.0
B,961118,4,4,32594.0
B,961119,2,3,25597.0
B,961120,3,5,77679.0
B,961121,7,10,183878.0
B,961122,3,3,69642.0
B,961123,1,1,33300.0
B,961125,2,2,6000.0
B,961126,2,2,30816.0
B,961127,4,4,16718.0
B,961128,3,3,57242.0
B,961130,31,76,14378.100005149841
B,961201,4,5,77435.0
B,961202,3,3,38780.0
B,961203,4,5,32182.0
B,961204,2,2,10220.0
B,961205,8,8,75076.0
B,961206,3,3,30108.0
B,961207,2,2,8763.0
B,961208,1,2,10180.0
B,961209,2,3,97374.0
B,961210,4,4,55417.0
B,961211,7,7,47108.0
B,961212,16,16,112541.80053710938
B,961213,4,4,28330.0
B,961214,3,4,33622.0
B,961215,3,3,85453.0
B,961216,5,5,74218.0
B,961217,5,5,35427.0
B,961218,3,3,17884.0
B,961219,3,3,13800.0
B,961220,4,4,59433.0
B,961221,5,5,19300.0
B,961222,1,1,9800.0
B,961223,3,3,55655.0
B,961224,1,2,43904.0
B,961225,1,1,24312.0
B,961227,3,3,9100.0
B,961228,1,1,6800.0
B,961229,2,2,12750.0
B,961231,31,81,100070.8999953866
B,970101,9,10,155273.0
B,970102,6,6,107312.0
B,970103,5,5,34596.0
B,970104,3,3,55471.0
B,970105,12,12,106480.0
B,970106,8,9,87859.0
B,970107,8,8,90852.0
B,970108,5,6,40386.0
B,970109,5,6,48856.0
B,970110,9,11,88076.0
B,970111,3,3,14100.0
B,970112,14,17,74765.40063476562
B,970113,7,8,163944.0
B,970114,4,5,31787.0
B,970115,5,5,50871.0
B,970116,7,9,72140.0
B,970117,4,4,63547.0
B,970118,4,6,53904.0
B,970119,5,6,111948.0
B,970120,7,9,133833.0
B,970121,6,7,30000.0
B,970122,6,6,38800.0
B,970123,3,4,33600.0
B,970124,4,4,13200.0
B,970126,7,7,52300.0
B,970127,3,3,25900.0
B,970128,2,2,20782.0
B,970129,4,5,67310.0
B,970130,6,6,44791.0
B,970131,31,89,41931.599997997284
B,970202,1,1,5700.0
B,970203,2,2,46137.0
B,970204,1,1,23200.0
B,970205,2,3,101635.0
B,970206,4,4,20843.0
B,970207,1,1,8894.0
B,970208,4,4,28457.0
B,970209,7,8,119251.0
B,970210,3,3,34736.0
B,970211,2,2,18100.0
B,970212,13,14,108689.2998046875
B,970213,6,6,127963.0
B,970214,2,2,16920.0
B,970215,2,2,24968.0
B,970216,2,2,13200.0
B,970217,4,4,70018.0
B,970218,4,4,84485.0
B,970219,4,4,61800.0
B,970220,2,2,49019.0
B,970221,1,1,35600.0
B,970222,3,3,46991.0
B,970223,2,2,51851.0
B,970224,1,1,6000.0
B,970225,1,1,1800.0
B,970226,2,2,52596.0
B,970227,1,1,16600.0
B,970228,31,81,5201.599990844727
B,970301,1,1,1500.0
B,970302,5,5,75152.0
B,970303,1,1,4500.0
B,970304,1,1,42098.0
B,970305,1,1,1085.0
B,970306,3,3,17270.0
B,970307,6,6,26676.0
B,970308,5,6,30802.0
B,970309,1,1,4200.0
B,970310,3,4,31612.0
B,970311,3,3,39900.0
B,970312,9,11,70949.5
B,970313,4,4,31095.0
B,970314,5,5,77111.0
B,970315,3,3,101703.0
B,970316,2,2,34489.0
B,970317,1,1,17778.0
B,970318,5,6,151854.0
B,970319,2,2,47000.0
B,970320,4,4,126400.0
B,970321,6,7,97483.0
B,970322,2,2,36893.0
B,970323,3,3,44868.0
B,970324,2,2,40300.0
B,970325,3,3,53713.0
B,970326,2,2,47390.0
B,970327,4,5,68442.0
B,970328,2,2,70187.0
B,970329,2,2,24852.0
B,970330,5,5,99842.0
B,970331,31,83,89056.50002530217
B,970401,3,3,46100.0
B,970403,2,2,17800.0
B,970404,1,1,11396.0
B,970405,3,5,106665.0
B,970406,2,2,17285.0
B,970407,4,4,35697.0
B,970408,3,3,23009.0
B,970410,5,5,37347.0
B,970412,9,10,39557.900146484375
B,970413,7,7,109964.0
B,970414,3,3,45306.0
B,970415,5,5,99042.0
B,970416,4,5,71925.0
B,970417,3,4,67761.0
B,970418,1,1,13702.0
B,970419,1,1,21600.0
B,970420,8,8,112231.0
B,970421,1,1,5000.0
B,970422,4,5,149412.0
B,970423,2,2,80162.0
B,970424,1,1,8545.0
B,970425,1,1,11700.0
B,970426,2,2,48562.0
B,970427,3,3,46346.0
B,970428,1,1,12300.0
B,970429,3,3,45622.0
B,970430,31,78,39547.5999712497
B,970501,2,2,77468.0
B,970502,1,1,7800.0
B,970503,5,6,87260.0
B,970504,1,1,48890.0
B,970505,3,3,25240.0
B,970506,3,3,29427.0
B,970507,6,6,80289.0
B,970508,2,3,21280.0
B,970509,4,4,61193.0
B,970510,4,5,65039.0
B,970511,1,2,94204.0
B,970512,12,14,108944.49975585938
B,970513,4,5,108509.0
B,970514,4,4,23987.0
B,970515,1,1,6700.0
B,970516,2,2,19557.0
B,970517,5,5,79535.0
B,970518,1,1,100.0
B,970519,5,5,98168.0
B,970520,5,6,112783.0
B,970521,2,2,7058.0
B,970522,4,4,75521.0
B,970523,2,2,28696.0
B,970524,3,3,74612.0
B,970525,1,1,9500.0
B,970526,3,3,25300.0
B,970527,2,2,11420.0
B,970528,2,3,109438.0
B,970529,2,3,44303.0
B,970530,2,2,30800.0
B,970531,31,83,136202.40000210702
B,970601,2,2,28255.0
B,970602,3,3,53238.0
B,970603,4,6,158715.0
B,970604,3,3,30200.0
B,970605,8,8,169098.0
B,970606,3,4,42714.0
B,970607,2,2,8763.0
B,970608,3,3,11200.0
B,970609,5,5,111008.0
B,970610,2,2,23403.0
B,970611,4,5,108307.0
B,970612,6,6,61601.10009765625
B,970613,3,3,27163.0
B,970614,5,7,67929.0
B,970616,3,5,119694.0
B,970617,3,3,67700.0
B,970618,2,2,40700.0
B,970619,8,10,191509.0
B,970620,3,3,66539.0
B,970621,7,8,193922.0
B,970622,1,1,18000.0
B,970623,2,2,63578.0
B,970624,1,1,6228.0
B,970625,5,5,85686.0
B,970626,3,3,47607.0
B,970627,2,2,41440.0
B,970628,2,2,8856.0
B,970629,3,7,130812.0
B,970630,31,80,70265.59996849298
B,970701,1,1,10892.0
B,970702,1,1,41456.0
B,970704,4,5,65129.0
B,970705,6,10,226484.0
B,970706,3,3,42013.0
B,970707,4,4,14110.0
B,970708,3,3,9570.0
B,970709,7,7,89059.0
B,970710,4,4,67665.0
B,970712,11,14,135931.0
B,970713,2,2,14061.0
B,970714,3,3,33887.0
B,970715,2,2,22220.0
B,970716,7,7,80657.0
B,970717,4,4,74577.0
B,970718,6,6,68471.0
B,970719,6,7,162301.0
B,970720,2,2,18000.0
B,970721,5,6,111859.0
B,970722,4,4,61250.0
B,970723,3,3,93590.0
B,970724,2,2,40309.0
B,970725,2,2,44200.0
B,970726,5,7,205904.0
B,970729,1,2,25384.0
B,970730,3,3,68831.0
B,970731,31,84,50496.39996633679
B,970802,2,2,15600.0
B,970803,6,7,212132.0
B,970804,1,1,6300.0
B,970805,4,4,60452.0
B,970806,7,7,102325.0
B,970807,6,7,52608.0
B,970808,2,2,22900.0
B,970809,3,3,41243.0
B,970810,5,6,56434.0
B,970811,2,2,29832.0
B,970812,9,13,180153.80004882812
B,970813,2,2,34696.0
B,970814,3,3,26226.0
B,970815,6,6,74943.0
B,970816,3,3,44690.0
B,970817,3,3,64895.0
B,970818,6,6,122952.0
B,970819,2,3,48191.0
B,970822,2,2,54052.0
B,970824,3,3,28300.0
B,970825,2,2,43710.0
B,970826,1,1,32980.0
B,970827,2,2,49309.0
B,970828,1,1,15455.0
B,970829,3,3,81889.0
B,970830,2,2,9800.0
B,970831,31,80,141932.3000152111
B,970901,2,3,47705.0
B,970902,3,4,40468.0
B,970903,1,1,3500.0
B,970904,1,1,12600.0
B,970905,2,2,9855.0
B,970906,4,4,20539.0
B,970907,5,5,47187.0
B,970908,1,1,8110.0
B,970909,4,4,63251.0
B,970910,2,2,15834.0
B,970911,1,1,5800.0
B,970912,11,14,75449.60009765625
B,970913,2,2,5317.0
B,970914,5,5,56948.0
B,970915,2,2,60794.0
B,970916,3,3,61150.0
B,970917,5,5,65500.0
B,970918,4,4,52077.0
B,970919,4,5,109426.0
B,970920,3,5,173816.0
B,970921,1,1,6300.0
B,970922,1,1,13800.0
B,970923,2,2,27500.0
B,970924,3,3,49752.0
B,970925,3,3,30620.0
B,970926,1,1,49999.0
B,970927,5,5,95250.0
B,970928,3,3,46847.0
B,970929,2,2,15900.0
B,970930,31,85,94649.00002014637
B,971001,1,1,12300.0
B,971002,5,5,104855.0
B,971003,2,2,56185.0
B,971004,2,3,67784.0
B,971005,5,7,158484.0
B,971006,4,4,13087.0
B,971007,3,3,35595.0
B,971008,2,2,21106.0
B,971009,3,4,118761.0
B,971010,4,4,36108.0
B,971011,2,3,44382.0
B,971012,9,10,41039.5
B,971013,5,6,54865.0
B,971014,4,4,36273.0
B,971015,2,2,26400.0
B,971016,4,4,58047.0
B,971017,6,6,78200.0
B,971018,4,5,45983.0
B,971019,3,3,45446.0
B,971023,4,4,41864.0
B,971024,4,5,81425.0
B,971025,1,1,30522.0
B,971026,1,1,2700.0
B,971027,4,4,113842.0
B,971028,2,2,9126.0
B,971029,1,1,2700.0
B,971030,3,3,45587.0
B,971031,31,81,53145.50001657009
B,971101,4,4,74101.0
B,971102,2,3,19100.0
B,971103,2,2,44079.0
B,971104,1,1,11400.0
B,971105,6,6,91672.0
B,971106,4,4,31745.0
B,971107,6,6,109192.0
B,971108,1,2,10180.0
B,971109,4,4,67239.0
B,971110,4,4,33174.0
B,971111,2,2,34274.0
B,971112,10,10,40620.899658203125
B,971113,5,5,49197.0
B,971114,6,7,114481.0
B,971115,5,5,49706.0
B,971116,5,6,43800.0
B,971117,3,3,39527.0
B,971118,3,4,141875.0
B,971119,4,4,70238.0
B,971121,3,4,139739.0
B,971122,2,2,16000.0
B,971123,1,1,6400.0
B,971124,3,3,75326.0
B,971126,2,2,3200.0
B,971127,1,1,10600.0
B,971130,31,81,133843.89999175072
B,971201,5,5,69771.0
B,971202,2,2,20163.0
B,971203,2,2,33221.0
B,971204,2,3,58543.0
B,971205,4,7,143837.0
B,971206,8,8,78694.0
B,971207,5,5,38274.0
B,971208,1,2,10180.0
B,971209,5,6,140977.0
B,971210,4,4,55411.0
B,971211,2,2,8000.0
B,971212,11,13,68767.39965820312
B,971213,3,3,15413.0
B,971214,5,5,50813.0
B,971215,6,6,54900.0
B,971216,5,6,93000.0
B,971217,4,5,35381.0
B,971218,3,3,75719.0
B,971219,3,3,39901.0
B,971220,1,1,2240.0
B,971221,2,2,17761.0
B,971222,5,5,47100.0
B,971223,4,4,34401.0
B,971224,2,2,25733.0
B,971226,2,2,19375.0
B,971227,4,5,73689.0
B,971228,4,4,38475.0
B,971230,5,5,42516.0
B,971231,31,85,10173.5000218153
B,980101,5,5,27300.0
B,980102,8,9,79240.0
B,980103,2,3,36513.0
B,980104,8,9,126153.0
B,980105,10,12,108364.0
B,980106,11,11,68661.0
B,980107,7,8,41470.0
B,980108,8,9,64564.0
B,980109,3,4,26900.0
B,980110,10,10,80408.0
B,980111,4,6,86822.0
B,980112,8,15,118748.59985351562
B,980113,5,5,51367.0
B,980114,4,4,16826.0
B,980115,5,5,61600.0
B,980116,6,7,60029.0
B,980117,6,6,55700.0
B,980118,5,6,50986.0
B,980119,2,2,5373.0
B,980120,6,7,143823.0
B,980121,2,2,28600.0
B,980122,4,4,54240.0
B,980123,3,3,69773.0
B,980124,3,3,22174.0
B,980125,4,5,126277.0
B,980126,5,5,24500.0
B,980127,2,2,51004.0
B,980128,6,6,82615.0
B,980129,4,8,112362.0
B,980130,2,2,53552.0
B,980131,31,86,4857.6000054478645
B,980201,1,1,19555.0
B,980202,1,1,6500.0
B,980203,2,2,15566.0
B,980204,5,5,49569.0
B,980205,3,3,30480.0
B,980206,5,5,72510.0
B,980207,2,2,16194.0
B,980208,1,3,39971.0
B,980209,4,4,69661.0
B,980211,3,3,22200.0
B,980212,8,10,52420.7998046875
B,980213,4,4,27478.0
B,980214,5,5,51873.0
B,980215,4,4,61899.0
B,980216,3,3,60023.0
B,980217,2,2,26892.0
B,980218,2,2,10500.0
B,980219,1,1,20503.0
B,980220,6,6,82793.0
B,980221,1,1,9500.0
B,980222,2,2,53078.0
B,980223,1,1,29308.0
B,980224,2,2,35649.0
B,980225,3,4,106824.0
B,980227,3,3,45432.0
B,980228,31,91,17779.800008296967
B,980301,3,3,19460.0
B,980302,2,2,17952.0
B,980303,1,1,47140.0
B,980304,1,1,4392.0
B,980305,4,4,42344.0
B,980306,7,8,53939.0
B,980307,1,1,4987.0
B,980308,4,4,56545.0
B,980309,5,5,71893.0
B,980310,4,4,19826.0
B,980311,4,4,78089.0
B,980312,2,2,3488.300048828125
B,980313,4,4,28286.0
B,980314,3,3,18267.0
B,980315,4,4,85728.0
B,980316,5,5,56500.0
B,980317,3,3,13344.0
B,980318,3,3,80019.0
B,980319,2,2,10200.0
B,980320,3,3,22255.0
B,980321,2,2,8000.0
B,980322,6,6,48544.0
B,980323,1,1,3300.0
B,980324,1,1,32415.0
B,980325,1,1,45766.0
B,980326,4,4,112957.0
B,980327,3,3,107970.0
B,980329,1,1,8527.0
B,980330,3,3,57761.0
B,980331,31,81,41349.699974000454
B,980401,2,2,51127.0
B,980402,3,3,40300.0
B,980404,7,7,83776.0
B,980405,5,6,112266.0
B,980406,4,4,9512.0
B,980407,4,5,108238.0
B,980408,1,1,2070.0
B,980409,4,4,79398.0
B,980410,4,4,111481.0
B,980411,4,4,65628.0
B,980412,5,6,21187.300048828125
B,980413,4,5,84085.0
B,980414,4,4,63287.0
B,980415,4,4,39400.0
B,980416,1,3,37812.0
B,980417,1,1,33500.0
B,980418,3,3,77059.0
B,980419,1,1,29171.0
B,980420,1,1,3800.0
B,980421,3,4,37300.0
B,980422,2,2,31801.0
B,980425,5,5,75614.0
B,980427,2,2,29667.0
B,980428,2,2,11109.0
B,980429,2,2,6808.0
B,980430,31,79,46440.70002031326
B,980501,6,7,112942.0
B,980502,2,2,24800.0
B,980503,1,1,15527.0
B,980504,3,3,14300.0
B,980505,7,7,55102.0
B,980506,6,6,62476.0
B,980507,2,2,21423.0
B,980508,1,1,8110.0
B,980509,3,3,54905.0
B,980510,4,5,108106.0
B,980511,1,1,17317.0
B,980512,7,9,109384.599609375
B,980513,4,5,66758.0
B,980514,3,3,91514.0
B,980515,7,7,106600.0
B,980516,4,4,49832.0
B,980517,4,4,56380.0
B,980518,5,5,71860.0
B,980519,2,2,6918.0
B,980520,3,3,44815.0
B,980521,2,2,28700.0
B,980524,2,3,77225.0
B,980525,3,3,59564.0
B,980526,6,6,128180.0
B,980527,2,2,19500.0
B,980528,1,2,49169.0
B,980529,1,1,3657.0
B,980530,1,1,19000.0
B,980531,31,74,32349.3000125885
B,980601,1,1,15300.0
B,980602,5,7,73488.0
B,980603,5,6,81337.0
B,980604,6,6,64215.0
B,980605,4,4,88640.0
B,980606,5,5,126683.0
B,980607,3,3,16884.0
B,980608,4,4,33110.0
B,980609,3,3,95442.0
B,980610,6,6,87432.0
B,980611,4,4,53523.0
B,980612,9,10,66044.599609375
B,980613,6,7,84650.0
B,980614,5,5,56087.0
B,980615,6,6,91332.0
B,980616,5,5,109497.0
B,980617,3,3,74800.0
B,980618,2,2,22800.0
B,980619,1,1,6800.0
B,980620,3,3,36600.0
B,980621,2,2,39300.0
B,980622,1,1,32264.0
B,980623,2,2,53100.0
B,980624,3,3,58480.0
B,980625,2,3,55036.0
B,980626,2,2,42510.0
B,980627,1,2,71199.0
B,980628,1,1,20521.0
B,980629,3,3,58292.0
B,980630,31,87,138378.50001382828
B,980702,1,1,4700.0
B,980703,1,1,5300.0
B,980704,4,4,60572.0
B,980705,8,8,62778.0
B,980706,3,3,25799.0
B,980707,4,5,28725.0
B,980708,5,6,58701.0
B,980709,5,6,71673.0
B,980710,7,7,46808.0
B,980711,3,3,53006.0
B,980712,4,4,28036.0
B,980713,5,5,54942.0
B,980714,4,4,40087.0
B,980715,2,2,33384.0
B,980716,3,3,44400.0
B,980717,6,6,81196.0
B,980718,1,1,6900.0
B,980719,1,1,38627.0
B,980720,1,1,34100.0
B,980721,2,2,18400.0
B,980722,2,2,26063.0
B,980723,3,3,23198.0
B,980724,3,3,34384.0
B,980725,2,2,47116.0
B,980726,2,2,24848.0
B,980727,1,1,39912.0
B,980729,2,2,8800.0
B,980730,2,2,19768.0
B,980731,31,82,29835.600011348724
B,980801,2,2,57996.0
B,980802,4,4,25699.0
B,980803,4,4,36013.0
B,980804,3,3,21167.0
B,980805,3,3,56868.0
B,980806,6,6,35421.0
B,980807,2,2,50331.0
B,980808,3,4,62280.0
B,980809,2,2,9732.0
B,980810,4,4,53304.0
B,980811,4,5,118998.0
B,980812,5,7,39945.0
B,980813,4,5,27382.0
B,980814,2,2,11526.0
B,980815,3,3,67614.0
B,980816,3,4,34218.0
B,980817,4,4,70589.0
B,980818,4,4,35099.0
B,980819,2,2,35600.0
B,980820,4,5,105163.0
B,980823,3,3,87600.0
B,980824,4,4,71680.0
B,980825,2,2,26886.0
B,980826,1,1,1600.0
B,980827,2,2,9020.0
B,980828,3,5,112922.0
B,980829,5,5,96834.0
B,980830,2,2,22189.0
B,980831,31,80,40388.600034832954
B,980901,5,5,52618.0
B,980902,7,7,80355.0
B,980903,2,2,10100.0
B,980904,1,1,2200.0
B,980905,5,6,61080.0
B,980906,6,6,71692.0
B,980907,7,7,66570.0
B,980908,3,3,18385.0
B,980909,1,1,132.0
B,980910,2,2,10280.0
B,980911,3,3,43800.0
B,980912,8,9,88348.7998046875
B,980913,6,6,36352.0
B,980914,4,4,97718.0
B,980915,1,1,1800.0
B,980916,4,4,33857.0
B,980917,1,1,2700.0
B,980918,5,5,34900.0
B,980919,3,3,100513.0
B,980920,3,3,52659.0
B,980921,2,2,8146.0
B,980922,3,3,67300.0
B,980923,2,2,54400.0
B,980924,2,2,9253.0
B,980925,1,1,8300.0
B,980926,2,2,19500.0
B,980927,3,3,36402.0
B,980928,2,2,65099.0
B,980929,5,7,167395.0
B,980930,31,84,77648.30000424385
B,981001,5,5,53041.0
B,981002,4,5,47777.0
B,981003,4,4,63981.0
B,981004,1,1,2760.0
B,981005,6,6,50236.0
B,981006,5,5,31165.0
B,981007,6,7,148635.0
B,981008,3,4,47662.0
B,981009,3,3,54493.0
B,981010,7,7,54595.0
B,981011,4,4,15186.0
B,981012,7,7,53264.0
B,981013,5,5,29164.0
B,981014,4,4,54826.0
B,981015,4,4,51900.0
B,981016,2,2,35206.0
B,981017,1,1,2384.0
B,981018,6,6,62800.0
B,981019,1,1,5200.0
B,981020,1,2,63503.0
B,981021,3,3,21776.0
B,981022,1,1,10500.0
B,981023,3,3,73600.0
B,981024,1,1,12600.0
B,981025,2,2,37410.0
B,981026,3,3,21519.0
B,981027,4,5,60782.0
B,981028,4,4,21854.0
B,981029,4,4,39424.0
B,981030,1,1,23592.0
B,981031,31,80,94207.00001299381
B,981101,6,6,38141.0
B,981102,4,4,95156.0
B,981103,3,3,110241.0
B,981105,5,5,53531.0
B,981106,4,4,23145.0
B,981107,5,6,40487.0
B,981108,5,6,87480.0
